,before,special_price,after,name,capcity_GB,RAM,processer,Colour,model,meta_keyword
424,849,699.0,607.8261,أوبو ايه,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎نجمة ازرق‎,,A54,"أوبو,أوبو ايه,CPH2239BLE128,سعة 128 جيجابايت,نجمة ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
425,575,459.0,399.1304,نوكيا 3,‎64‎ GB‎,‎4 جيجابايت رام‎,‎كوالكوم سناب دراغون 460‎,‎ازرق‎,3.4,"نوكيا,نوكيا 3,HQ5020KG59000,64 GB,ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
426,575,459.0,399.1304,نوكيا 3,‎64‎ GB‎,‎4 جيجابايت رام‎,‎كوالكوم سناب دراغون 460‎,‎بنفسجي‎,3.4,"نوكيا,نوكيا 3,HQ5020KG58000,64 GB,بنفسجي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
427,999,899.0,781.7391,فيفو واي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎تيتانيوم ياقوتي‎,,Y51,"vivo,فيفو واي,5656806,سعة 128 جيجابايت,تيتانيوم ياقوتي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
428,899,809.0,703.4783,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك MT6833‎‎,‎بنفسجي فاتح‎,‎جالكسي ايه22 5 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA226BLVWMEA,سعة 128 جيجابايت,بنفسجي فاتح,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
429,475,385.0,334.7826,سامسونج) جالكسي ايه),‎32‎ GB‎,‎3 جيجابايت رام‎,‎MTK6765‎ ميدياتك‎,‎اسود‎,‎ جالكسي ايه03 اس‎,"سامسونج,سامسونج) جالكسي ايه),SMA037FZKDMEA,32 GB,اسود,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
430,475,385.0,334.7826,سامسونج) جالكسي ايه),‎32‎ GB‎,‎3 جيجابايت رام‎,‎MTK6765‎ ميدياتك‎,‎ازرق‎,‎ جالكسي ايه03 اس‎,"سامسونج,سامسونج) جالكسي ايه),SMA037FZBDMEA,32 GB,ازرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
431,669,599.0,520.8696,فيفو واي,‎64‎ GB‎,‎4 جيجابايت رام‎,‎أزرق نيبولا‎,,Y20,"vivo,فيفو واي,5655927,64 GB,أزرق نيبولا,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
432,649,599.0,520.8696,سامسونج) جالكسي ايه),‎64‎ GB‎,‎4 جيجابايت رام‎,‎ اكسينوس‎,‎برتقالي‎,‎جالكسي ايه13‎,"سامسونج,سامسونج) جالكسي ايه),SMA135FZOGMEA,64 GB,برتقالي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
433,699,669.0,581.7391,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎ازرق فاخر‎,,A53,"أوبو,أوبو ايه,CPH2127MBLE2,64 GB,ازرق فاخر,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
434,699,669.0,581.7391,أوبو ايه,‎64‎ GB‎,‎4 جيجابايت رام‎,‎اسود الكيتريك‎,,A53,"أوبو,أوبو ايه,CPH2127EBLK2,64 GB,اسود الكيتريك,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
435,499,,0.0,موتورولا) موتو جي),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎كوالكوم سناب دراغون 750 ‎5‎G‎,‎أحمر بركاني‎,‎موتو جي 5 جي‎,"موتورولا,موتورولا) موتو جي),PALM0002SA,سعة 128 جيجابايت,أحمر بركاني,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
436,1649,,1129.5652,شاومي سلسلة بوكو فون,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 870‎,‎ أبيض‎,‎بوكو F3‎‎,"Xiaomi,شاومي سلسلة بوكو فون,MZB08RNEN,سعة 256 جيجابايت, أبيض,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
437,2699,,1825.2174,شاومي مي,‎سعة 256 جيجابايت‎,‎12 جيجابايت رام‎,‎كوالكوم سناب دراغون 888‎,‎رمادي نيزكي‎,‎11 تي برو‎,"Xiaomi,شاومي مي,MZB09KGEN,سعة 256 جيجابايت,رمادي نيزكي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
438,1149,,955.6522,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 732 جي‎,‎اونيكس الرمادي‎,‎ريدمي نوت 10 برو‎,"Xiaomi,شاومي سلسلة ريدمي,MZB08L5EN,سعة 128 جيجابايت,اونيكس الرمادي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
439,2499,,1651.3043,شاومي مي,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 888‎,‎أبيض مون لايت‎,‎11 تي برو‎,"Xiaomi,شاومي مي,MZB09KREN,سعة 256 جيجابايت,أبيض مون لايت,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
440,1149,,955.6522,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 732 جي‎,‎برونزي متدرج‎,‎ريدمي نوت 10 برو‎,"Xiaomi,شاومي سلسلة ريدمي,MZB08LBEN,سعة 128 جيجابايت,برونزي متدرج,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
441,899,,738.2609,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎7) ميدياتك ديمنستي 700‎nm)‎,‎رمادي جرافيت‎,‎ريدمي نوت 10 ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0902EN,سعة 128 جيجابايت,رمادي جرافيت,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
442,519,,381.7391,شاومي سلسلة ريدمي,‎64‎ GB‎,‎3 جيجابايت رام‎,‎رمادي ميدنايت‎,,‎ريدمي ‎9‎C‎,"Xiaomi,شاومي سلسلة ريدمي,MZB07PUEN,64 GB,رمادي ميدنايت,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
443,1899,,1303.4783,(Huawei) nova,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎ذهبي وردي‎,,‎نوفا 8‎,"هواوي,هواوي) نوفا),51096NVW,سعة 128 جيجابايت,ذهبي وردي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
444,1099,,955.6522,سامسونج) جالكسي ايه),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎ميدياتك MT6853‎‎,‎بنفسجي‎,‎جالكسي ايه32 5 جي‎,"سامسونج,سامسونج) جالكسي ايه),SMA326BLVWMEA,سعة 128 جيجابايت,بنفسجي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
445,849,,694.7826,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎7) ميدياتك ديمنستي 700‎nm)‎,‎رمادي جرافيت‎,‎ريدمي نوت 10 ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0901EN,سعة 128 جيجابايت,رمادي جرافيت,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
446,419,,338.2609,شاومي سلسلة ريدمي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎ اخضر الطاووس‎,,‎ريدمي ‎9‎A‎,"Xiaomi,شاومي سلسلة ريدمي,MZB9952EN,32 GB, اخضر الطاووس,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
447,1499,,999.1304,شاومي سلسلة 11,‎سعة 128 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 778 جي‎,‎لون الكمأة الاسود‎,‎11 لايت NE ‎5‎G‎,"Xiaomi,شاومي سلسلة 11,MZB09TKEN,سعة 128 جيجابايت,لون الكمأة الاسود,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
448,1159,,868.6957,شاومي سلسلة بوكو فون,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 860‎,‎برونزي معدني‎,‎بوكو اكس 3 برو‎,"Xiaomi,شاومي سلسلة بوكو فون,MZB08UEEN,سعة 256 جيجابايت,برونزي معدني,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
449,575,,0.0,نوكيا 3,‎64‎ GB‎,‎4 جيجابايت رام‎,‎كوالكوم سناب دراغون 460‎,‎رمادي‎,3.4,"نوكيا,نوكيا 3,HQ5020KG57000,64 GB,رمادي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
450,1999,,1607.8261,شاومي سلسلة 11,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎ميدياتك ديمنستي 1200 اولتره‎,‎رمادي نيزكي‎,‎11 تي‎,"Xiaomi,شاومي سلسلة 11,MZB09MAEN,سعة 256 جيجابايت,رمادي نيزكي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
451,1649,,1129.5652,شاومي سلسلة 11,‎سعة 256 جيجابايت‎,‎8 جيجابايت رام‎,‎كوالكوم سناب دراغون 778 جي‎,‎الخوخ الوردي‎,‎11 لايت NE ‎5‎G‎,"Xiaomi,شاومي سلسلة 11,MZB09UIEN,سعة 256 جيجابايت,الخوخ الوردي,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
452,899,,738.2609,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎7) ميدياتك ديمنستي 700‎nm)‎,‎الليل الازرق‎,‎ريدمي نوت 10 ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0905EN,سعة 128 جيجابايت,الليل الازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
453,899,,781.7391,موتورولا) موتو جي),‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎حبر أزرق‎,,‎موتو جي 60 اس‎,"موتورولا,موتورولا) موتو جي),PAMV0010SA,سعة 128 جيجابايت,حبر أزرق,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
454,849,,694.7826,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎4 جيجابايت رام‎,‎7) ميدياتك ديمنستي 700‎nm)‎,‎الليل الازرق‎,‎ريدمي نوت 10 ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0904EN,سعة 128 جيجابايت,الليل الازرق,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
455,899,,781.7391,شاومي سلسلة ريدمي,‎سعة 128 جيجابايت‎,‎6 جيجابايت رام‎,‎7) ميدياتك ديمنستي 700‎nm)‎,‎Chrome Silver‎,‎ريدمي نوت 10 ‎5‎G‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0908EN,سعة 128 جيجابايت,,5G,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
456,419,,338.2609,شاومي سلسلة ريدمي,‎32‎ GB‎,‎2 جيجابايت رام‎,‎أزرق سماوي‎,,‎ريدمي ‎9‎A‎,"Xiaomi,شاومي سلسلة ريدمي,MZB9951EN,32 GB,أزرق سماوي,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
457,509,,425.2174,شاومي سلسلة ريدمي,‎64‎ GB‎,‎3 جيجابايت رام‎,‎ميدياتك هيليو جي 25‎,‎Chrome Silver‎,‎ريدمي ‎10‎A‎,"Xiaomi,شاومي سلسلة ريدمي,MZB0B7XEN,64 GB,,4G LTE,ابل ايفون, سامسونج جالكسي, هواوي, شاومي, مكتبة جرير، تسوق أونلاين، عروض، خصائص، مواصفات, اوبو,فيفو,نوكيا,هاتف ذكي"
